Gene Symbol	RefSeq ID	Transcript Length	LVST #1	LVST #2	LVST #3	LVST #4	LVS #5	LVST #6	cMVST #1	cMVST #2	cMVST #3	Caudal Control #1 	Caudal Control #2	Caudal Control #3	Caudal Control #4	Medial Control #1	Medial Control #2	Medial Control #3	Medial Control #4
Vmn1r132	NM_001122682	2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r137	NM_001166849	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r139	NM_001166748	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r139	NM_001166748	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r14	NM_053237	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r143	NM_001166750	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r143	NM_001166750	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r148	NM_030736	2436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r15	NM_053236	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r151	NM_001166712	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r152	NM_001166752	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r152	NM_001166752	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r155	NM_001166753	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r158	NM_001166841	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r159	NM_001166758	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r16	NM_134184	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r160	NM_001166724	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r163	NM_001166755	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r163	NM_001166755	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r165	NM_001166850	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r166	NM_001167168	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r167	NM_001101562	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r168	NM_001166842	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r169	NM_001166843	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r17	NM_134171	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r170	NM_001166722	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r171	NM_030737	1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r172	NM_030735	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r173	NM_001166718	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r174	NM_207548	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r175	NM_001166727	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r176	NM_001166721	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r177	NM_206872	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r178	NM_206868	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r179	NM_207545	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r18	NM_134181	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r180	NM_206869	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r181	NM_207546	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r183	NM_203489	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r184	NM_001167540	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r185	NM_134231	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r186	NM_001167567	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r186	NM_001167567	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r187	NM_001167568	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r187	NM_001167568	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r188	NM_145850	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r189	NM_145844	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r19	NM_134182	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r191	NM_145849	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r192	NM_145845	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r193	NM_134225	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vmn1r194	NM_001080972	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r195	NM_134223	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r196	NM_001167541	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r197	NM_134244	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r198	NM_134220	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r199	NM_134213	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r2	NM_001167534	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r20	NM_001101533	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r200	NM_134212	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r201	NM_134221	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r202	NM_134224	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r203	NM_134236	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r204	NM_001045544	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r205	NM_134217	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r206	NM_134216	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r207-ps	NM_001166709	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r208	NM_134218	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r209	NM_001013787	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r21	NM_134183	894	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1
Vmn1r210	NM_134235	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r211	NM_134243	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r212	NM_134241	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r213	NM_134215	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r214	NM_134214	1104	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Vmn1r215	NM_134219	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r216	NM_134245	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r217	NM_134239	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r218	NM_134222	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r219	NM_134238	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r22	NM_134178	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r220	NM_134237	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r221	NM_001167542	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r222	NM_134240	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r223	NM_001083311	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r224	NM_001166735	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r225	NM_134194	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r226	NM_134191	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r227	NM_134195	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r228	NM_134192	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r229	NM_134190	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r23	NM_134179	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r230	NM_134197	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r231	NM_134196	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r232	NM_134193	1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r233	NM_134202	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r234	NM_134198	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r235	NM_134199	1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r236	NM_134201	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r237	NM_134200	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r238	NM_001167539	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r24	NM_134173	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r25	NM_053238	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r26	NM_134172	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r27	NM_134436	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r28	NM_134180	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r29	NM_053232	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r3	NM_001167535	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r30	NM_134177	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r31	NM_001166729	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r32	NM_134170	2442	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	3
Vmn1r33	NM_134169	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r34	NM_001166719	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r35	NM_134167	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r36	NM_134166	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r37	NM_134165	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r38	NM_134168	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r39	NM_001166720	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r4	NM_134176	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r40	NM_053228	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r41	NM_053230	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r41	NM_053230	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r42	NM_053221	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r43	NM_053220	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r44	NM_053227	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r45	NM_011684	3249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r46	NM_053229	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r47	NM_053219	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r48	NM_053218	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r49	NM_011911	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vmn1r5	NM_134174	948	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Vmn1r50	NM_053225	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vmn1r51	NM_011683	2359	0	0	0	0	47	0	0	0	2	0	0	0	1	0	0	4	5
Vmn1r52	NM_053222	930	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Vmn1r53	NM_053226	1122	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	5
Vmn1r54	NM_053224	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r55	NM_001166706	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Vmn1r56	NM_030740	1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r57	NM_001166734	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r58	NM_030739	2680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r59	NM_207543	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r6	NM_134175	912	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Vmn1r60	NM_001166732	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r61	NM_001166733	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r62	NM_030741	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r62	NM_030741	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r63	NM_030742	2169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r63	NM_030742	2167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r64	NM_207544	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r65	NM_030738	2681	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Vmn1r66	NM_134230	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r67	NM_134229	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r68	NM_001172072	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r69	NM_145842	1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r7	NM_001166710	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r70	NM_134228	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r71	NM_145848	2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r72	NM_145843	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r73	NM_134203	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r74	NM_134206	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r75	NM_134207	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r76	NM_134205	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r77	NM_001166731	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r78	NM_134208	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r79	NM_001166835	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r8	NM_134187	1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r80	NM_134204	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r81	NM_134210	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r82	NM_134234	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r83	NM_134209	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r84	NM_134233	957	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Vmn1r85	NM_145847	927	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r86	NM_001167536	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r87	NM_134227	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r88	NM_001167537	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r89	NM_134226	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r9	NM_134185	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r91	NM_001166736	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r93	NM_207547	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r93	NM_207547	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r94	NM_001166723	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r94	NM_001166723	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps11	NR_003962	2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps129	NR_033648	1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps54	NR_004441	2952	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vmn2r-ps60	NR_028441	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r1	NM_019918	2739	7	0	0	5	0	2	0	0	0	1	0	0	17	10	8	26	15
Vmn2r10	NM_009491	2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r100	NM_001104562	2553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r101	NM_001104563	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r102	NM_001104564	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r103	NM_001104565	2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r104	NM_001104566	2583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r105	NM_001104567	2583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vmn2r106	NM_001104568	2589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r107	NM_001104569	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r108	NM_001104570	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r109	NM_001104571	2577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r11	NM_001104622	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r110	NM_001104572	2577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r111	NM_001104573	2574	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Vmn2r112	NM_001104575	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r113	NM_001104578	2571	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Vmn2r114	NM_001102584	2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vmn2r115	NM_001104579	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r116	NM_001104580	2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r117	NM_001104581	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r118	NM_001104582	2562	9	0	9	0	47	0	18	0	0	0	0	8	1	5	2	8	3
Vmn2r12	NM_001104623	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r120	NM_001104591	2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r121	NM_001100616	3062	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
Vmn2r123	NM_009485	2614	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1
Vmn2r13	NM_001104624	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r14	NM_001104625	2547	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Vmn2r15	NM_001104626	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r16	NM_001104627	2553	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Vmn2r17	NM_001104628	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r18	NM_001102582	2385	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Vmn2r19	NM_001104632	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Vmn2r2	NM_001104592	2484	0	0	0	4	0	0	0	0	0	0	0	0	0	4	1	0	2
Vmn2r20	NM_001104634	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r21	NM_001104635	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r22	NM_001104637	2562	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Vmn2r23	NM_001104638	2550	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
Vmn2r24	NM_001104639	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r25	NM_001104641	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r26	NM_019917	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r27	NM_001104642	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r28	NM_001081405	2744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r29	NM_001113468	2559	2	15	0	1	5	0	0	0	0	0	8	0	0	2	1	2	3
Vmn2r29	NR_003555	1599	63	69	1	3	13	0	1	0	6	19	42	5	1	6	9	29	16
Vmn2r3	NM_001104614	2670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r30	NM_009490	2559	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r31	NM_001105062	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r32	NM_001105063	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r33	NM_001105065	2585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r34	NM_001105066	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r35	NM_001105067	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r35	NM_001105067	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r36	NM_001105068	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r36	NM_001105068	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r37	NM_009489	3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r38	NM_001105070	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r39	NM_001105071	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r4	NM_001104615	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r40	NM_001105072	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r41	NM_001105073	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r42	NM_009493	3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r43	NM_198961	2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r44	NM_001105074	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r45	NM_001105075	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r46	NM_001105076	2430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r46	NM_001105076	2430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r47	NM_001105151	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r47	NM_001105151	2560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r47	NM_001105151	2558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r47	NM_001105151	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r48	NM_001105152	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r49	NM_001105156	2559	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Vmn2r5	NM_001104618	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r50	NM_001105178	2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r51	NM_001105179	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r52	NM_001105191	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r53	NM_001104644	2421	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Vmn2r54	NM_001081449	2421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r55	NM_001104645	2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r56	NM_001104648	2340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r57	NM_177764	2592	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	6	3
Vmn2r58	NM_001105055	2589	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Vmn2r59	NM_001105056	2598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r6	NM_001104619	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
